src_id,src_id_alt,sources,name,name_thai,name_en,category_raw,subcategory,is_food,lat,lng,zipcode,address,phone,website,email,wongnai_categories,osm_subcategory,wongnai_cuisine,wongnai_price_range,wongnai_opening_hours,wongnai_rating,wongnai_review_count,fb_ad_count,fb_check_status,fb_search_url,review_count,is_tourism,lead_raw,lead_quality,score_factors,detail_url
wongnai:3083352ip,,wongnai,ยอกีโย หม่าล่าชาบู  โนนหวาย,,,อาหารญี่ปุ่น,อาหารญี่ปุ่น,True,17.154263,102.577229,,,,,,อาหารญี่ปุ่น,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%A2%E0%B8%AD%E0%B8%81%E0%B8%B5%E0%B9%82%E0%B8%A2%20%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B8%B2%E0%B8%A5%E0%B9%88%E0%B8%B2%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B9%20%20%E0%B9%82%E0%B8%99%E0%B8%99%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%A2&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/3083352ip
wongnai:1031896bJ,,wongnai,Jungle Cafe  สาขา หนองหาน อุดรธานี,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.363235,103.10727,41130,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Jungle%20Cafe%20%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%B2%E0%B8%99%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/1031896bJ
wongnai:330632YF,,wongnai,Mini Bingsu,,,คาเฟ่,คาเฟ่,True,17.472808,103.267654,,,,,,คาเฟ่,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Mini%20Bingsu&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/330632YF
wongnai:640551UG,,wongnai,Café Amazon - DD1879 สน.บจก.ปิยะกรีนเอนเนอจี่(น้ำโสม) จำกัด,คาเฟ่ อเมซอน - DD1879,Café Amazon - DD1879,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.7672809,102.2078428,,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Caf%C3%A9%20Amazon%20-%20DD1879%20%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%9B%E0%B8%B4%E0%B8%A2%E0%B8%B0%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%88%E0%B8%B5%E0%B9%88%28%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%82%E0%B8%AA%E0%B8%A1%29%20%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/640551UG
wongnai:386096Dd,,wongnai,นมสดมายมิลค์ อุดรธานี,,My Milk,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,16.951036,103.43783,,,,,,ร้านกาแฟ/ชา|ของหวาน|อื่นๆ,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%99%E0%B8%A1%E0%B8%AA%E0%B8%94%E0%B8%A1%E0%B8%B2%E0%B8%A2%E0%B8%A1%E0%B8%B4%E0%B8%A5%E0%B8%84%E0%B9%8C%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/386096Dd
wongnai:641356DZ,,wongnai,ร้านกาแฟคาเฟอีนน์ อำเภอหนองหาน,,,คาเฟ่,คาเฟ่,True,17.362679,103.101435,41130,,,,,คาเฟ่|ร้านกาแฟ/ชา|เบเกอรี/เค้ก,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B8%AD%E0%B8%B5%E0%B8%99%E0%B8%99%E0%B9%8C%20%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%B2%E0%B8%99&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/641356DZ
wongnai:640550Tt,,wongnai,Café Amazon - DD2476 สน.บจก.ปิยกรีนเอนเนอจี (กุดจับ),คาเฟ่ อเมซอน - DD2476,Café Amazon - DD2476,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.418043,102.565608,,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Caf%C3%A9%20Amazon%20-%20DD2476%20%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%9B%E0%B8%B4%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%88%E0%B8%B5%20%28%E0%B8%81%E0%B8%B8%E0%B8%94%E0%B8%88%E0%B8%B1%E0%B8%9A%29&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/640550Tt
wongnai:2679278Tz,,wongnai,PunThai Coffee กุมภวาปี,กาแฟพันธุ์ไทย,PunThai Coffee,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.106181,103.019442,41110,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=PunThai%20Coffee%20%E0%B8%81%E0%B8%B8%E0%B8%A1%E0%B8%A0%E0%B8%A7%E0%B8%B2%E0%B8%9B%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/2679278Tz
wongnai:1025659SY,,wongnai,Jungle Cafe  สาขา วังสามหมออุดรธานี,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,16.949506,103.439121,41280,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Jungle%20Cafe%20%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/1025659SY
wongnai:2472544Fb,,wongnai,นาเดียร์ คาเฟ่,,,คาเฟ่,คาเฟ่,True,17.44345903106095,103.2702578939663,41310,,,,,คาเฟ่,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%99%E0%B8%B2%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B9%8C%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/2472544Fb
wongnai:640673Qx,,wongnai,Café Amazon - DD2806 สถานีบริการ หจก.บัวร่มเย็นปิโตรเลียม,คาเฟ่ อเมซอน - DD2806,Café Amazon - DD2806,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.11125,103.025,41110,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Caf%C3%A9%20Amazon%20-%20DD2806%20%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A3%E0%B9%88%E0%B8%A1%E0%B9%80%E0%B8%A2%E0%B9%87%E0%B8%99%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/640673Qx
wongnai:246808TQ,,wongnai,The Little House Vientiane,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.958288,102.61658,,,,,,ร้านกาแฟ/ชา,,,,,,,,unparsed,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=The%20Little%20House%20Vientiane&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/246808TQ
wongnai:277595eP,,wongnai,ครัวเจ้กุ้งกระเพราปากระเบิด,ครัวเจ้กุ้งกระเพราปากระเบิด,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.6942322,103.2562386,41190,,,,,ร้านกาแฟ/ชา|อาหารตามสั่ง|อาหารเช้า,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9A%E0%B8%B4%E0%B8%94&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/277595eP
wongnai:216257zx,,wongnai,Baan som (เค้กบ้านส้ม) กุมภวาปี,เค้กบ้านส้ม,Baan som,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.109920644236738,103.01633658675541,,,,,,ร้านกาแฟ/ชา|เบเกอรี/เค้ก,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Baan%20som%20%28%E0%B9%80%E0%B8%84%E0%B9%89%E0%B8%81%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B9%89%E0%B8%A1%29%20%E0%B8%81%E0%B8%B8%E0%B8%A1%E0%B8%A0%E0%B8%A7%E0%B8%B2%E0%B8%9B%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/216257zx
wongnai:92972bw,,wongnai,สาวน้อยคาเฟ่,สาวน้อยคาเฟ่,SAO NOI CAFE,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.28779,103.115679,41110,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%AA%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/92972bw
wongnai:330253Bk,,wongnai,แลนากาแฟ,แลนากาแฟ,,คาเฟ่,คาเฟ่,True,17.698499,102.872852,,,,,,คาเฟ่,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B9%81%E0%B8%A5%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/330253Bk
wongnai:266153pt,,wongnai,Nirin Cafe,ร้านนิริน คาเฟ่,Nirin Cafe',คาเฟ่,คาเฟ่,True,17.110817,103.013843,,,,,,คาเฟ่|ร้านกาแฟ/ชา|เบเกอรี/เค้ก,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Nirin%20Cafe&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/266153pt
wongnai:640620ff,,wongnai,Café Amazon - DD2720 สถานีบริการ หจก.วังสามหมอปิโตรเลียม,คาเฟ่ อเมซอน - DD2720,Café Amazon - DD2720,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,16.9485194,103.4211002,,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Caf%C3%A9%20Amazon%20-%20DD2720%20%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/640620ff
wongnai:141671Bq,,wongnai,แวะอิ่มอีสาน,,,อาหารเวียดนาม,อาหารเวียดนาม,True,17.245539,102.536835,39000,,,,,อาหารเวียดนาม|อาหารไทย|อาหารคลีน/สลัด,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B9%81%E0%B8%A7%E0%B8%B0%E0%B8%AD%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B8%B5%E0%B8%AA%E0%B8%B2%E0%B8%99&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/141671Bq
wongnai:93328Fz,,wongnai,เอ็ดดี้สปอร์ตบาร์,เอ็ดดี้สปอร์ตบาร์,EDDIES SPORT BAR,กึ่งผับ/ร้านเหล้า/บาร์,กึ่งผับ/ร้านเหล้า/บาร์,True,17.695773,103.258452,41190,,,,,กึ่งผับ/ร้านเหล้า/บาร์,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94%E0%B8%94%E0%B8%B5%E0%B9%89%E0%B8%AA%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B9%8C&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/93328Fz
wongnai:929433NR,,wongnai,Moood Cafe อุดรธานี,,Moood Cafe,คาเฟ่,คาเฟ่,True,17.58340479224765,102.80104301869869,41150,,,,,คาเฟ่|ร้านกาแฟ/ชา|ของหวาน,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Moood%20Cafe%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/929433NR
wongnai:435523sK,osm:10996691109,wongnai+osm,Maderbua hotel,,Maderbua hotel,โรงแรม/รีสอร์ท,โรงแรม/รีสอร์ท,False,17.212617,103.033707,,,,,,โรงแรม/รีสอร์ท,cafe,,,,,,,,,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/435523sK
wongnai:183870oh,,wongnai,กาแดง กาแฟโบราณ,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.407299,103.23761,41110,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%94%E0%B8%87%20%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%9A%E0%B8%A3%E0%B8%B2%E0%B8%93&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/183870oh
wongnai:129748eC,,wongnai,Udon Flowers สวนเฟื่องฟ้า,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.368025,103.023291,41110,,,,,ร้านกาแฟ/ชา|ของหวาน|เครื่องดื่ม/น้ำผลไม้,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Udon%20Flowers%20%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B9%80%E0%B8%9F%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%9F%E0%B9%89%E0%B8%B2&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/129748eC
wongnai:1028818SP,,wongnai,Jungle Cafe สาขา ไชยวาน อุดรธานี,,,คาเฟ่,คาเฟ่,True,17.296801,103.232864,41290,,,,,คาเฟ่|ร้านกาแฟ/ชา|เครื่องดื่ม/น้ำผลไม้,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Jungle%20Cafe%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%A7%E0%B8%B2%E0%B8%99%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/1028818SP
wongnai:265488hp,,wongnai,จิ๊บคาเฟ่ หัวขัว,จิ๊บคาเฟ่,Jib cafe',ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.416309,102.602686,41250,,,,,ร้านกาแฟ/ชา|ของหวาน|เครื่องดื่ม/น้ำผลไม้,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%88%E0%B8%B4%E0%B9%8A%E0%B8%9A%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%82%E0%B8%B1%E0%B8%A7&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/265488hp
wongnai:3787167CK,,wongnai,เตย เตย สุกี้หม่าล่า,,,ชาบู/สุกี้ยากี้/หม้อไฟ,ชาบู/สุกี้ยากี้/หม้อไฟ,True,17.68397826279328,103.25454982157613,41190,,,,,ชาบู/สุกี้ยากี้/หม้อไฟ,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B9%80%E0%B8%95%E0%B8%A2%20%E0%B9%80%E0%B8%95%E0%B8%A2%20%E0%B8%AA%E0%B8%B8%E0%B8%81%E0%B8%B5%E0%B9%89%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B8%B2%E0%B8%A5%E0%B9%88%E0%B8%B2&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/3787167CK
wongnai:400892PG,,wongnai,ริมทางหมูกะทะ หนองวัวซอ,,,ชาบู/สุกี้ยากี้/หม้อไฟ,ชาบู/สุกี้ยากี้/หม้อไฟ,True,17.268089,102.599816,41360,,,,,ชาบู/สุกี้ยากี้/หม้อไฟ|หมูกระทะ,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%B0%E0%B8%97%E0%B8%B0%20%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%A7%E0%B8%B1%E0%B8%A7%E0%B8%8B%E0%B8%AD&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/400892PG
wongnai:1031778Mm,,wongnai,Jungle Cafe  สาขา อำเภอพิบูลย์รักษ์ อุดรธานี,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.5532,103.055579,41130,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Jungle%20Cafe%20%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%9E%E0%B8%B4%E0%B8%9A%E0%B8%B9%E0%B8%A5%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/1031778Mm
wongnai:285446xO,,wongnai,The Coffee Bar By Laoderm,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.969248,102.60924,,,,,,ร้านกาแฟ/ชา,,,,,,,,unparsed,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=The%20Coffee%20Bar%20By%20Laoderm&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/285446xO
wongnai:201215Os,,wongnai,ชบา กาแฟสด 1,ชบา กาแฟสด,Chaba Coffee,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.41796,102.565643,41250,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%8A%E0%B8%9A%E0%B8%B2%20%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%94%201&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/201215Os
wongnai:640565wE,,wongnai,Café Amazon - DD1131 บจก.ขุนพลปิโตรเลียม,คาเฟ่ อเมซอน - DD1131,Café Amazon - DD1131,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.1148718,102.9985442,,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Caf%C3%A9%20Amazon%20-%20DD1131%20%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%82%E0%B8%B8%E0%B8%99%E0%B8%9E%E0%B8%A5%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/640565wE
wongnai:669951VM,,wongnai,ุกุ้งสดในซอย หนองหาน,,,อาหารทะเล,อาหารทะเล,True,17.366068929485436,103.10176173225045,41130,,,,,อาหารทะเล|ปิ้งย่าง,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%B8%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%94%E0%B9%83%E0%B8%99%E0%B8%8B%E0%B8%AD%E0%B8%A2%20%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%B2%E0%B8%99&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/669951VM
wongnai:414249iq,,wongnai,กันเอง สุกี้ & ชาบู,กันเอง สุกี้ & ชาบู,,ชาบู/สุกี้ยากี้/หม้อไฟ,ชาบู/สุกี้ยากี้/หม้อไฟ,True,16.933496837964,102.87584781647,41240,,,,,ชาบู/สุกี้ยากี้/หม้อไฟ,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B8%87%20%E0%B8%AA%E0%B8%B8%E0%B8%81%E0%B8%B5%E0%B9%89%20%26%20%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B9&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/414249iq
wongnai:1528975ML,,wongnai,Sunflower Cafe กุมภวาปี กุมภวาปี,Sunflower Cafe กุมภวาปี,,คาเฟ่,คาเฟ่,True,17.1124371,103.016487,,,,,,คาเฟ่,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=Sunflower%20Cafe%20%E0%B8%81%E0%B8%B8%E0%B8%A1%E0%B8%A0%E0%B8%A7%E0%B8%B2%E0%B8%9B%E0%B8%B5%20%E0%B8%81%E0%B8%B8%E0%B8%A1%E0%B8%A0%E0%B8%A7%E0%B8%B2%E0%B8%9B%E0%B8%B5&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/1528975ML
wongnai:281467mz,,wongnai,แซ่บเดอร์,,,อาหารทะเล,อาหารทะเล,True,17.695673440084608,103.257715364418,41190,,,,,อาหารทะเล|อาหารอีสาน/ร้านส้มตำ,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%9A%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%A3%E0%B9%8C&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/281467mz
wongnai:2647097XA,,wongnai,วราภรณ์น้ำปั่น,,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,True,17.6792901,103.2364532,41190,,,,,ร้านกาแฟ/ชา,,,,,,,0,ok,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%A7%E0%B8%A3%E0%B8%B2%E0%B8%A0%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%9B%E0%B8%B1%E0%B9%88%E0%B8%99&search_type=keyword_exact_phrase,,1,2,1,+2 tourism category,https://www.wongnai.com/restaurants/2647097XA
