Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Epost,Telefon,Scope,UU Status,Antall brudd (av 48),Sist oppdatert
03,Oslo,0301,Oslo,Energigjenvinningsetaten Oslo,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Enhetsregisteret,,https://brreg.no/enhetsregisteret,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Enova tilskudd,983609155,https://enova.no/tilskudd,post@enova.no,24 24 08 95,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Enovastøtte - næring,,https://enova.no/naring,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Enovatilskuddet - private,,https://enova.no/privat,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Entreprenørforeningen Bygg og Anlegg (EBA),971396024,https://eba.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Entur AS,917422575,https://entur.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Equinor ASA,923609016,https://equinor.com,,51 99 00 00,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Erasmus+ Norge,,https://erasmuspluss.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Erstatningsnemnda for voldsofre,,https://telemarkfylke.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Etterstad videregående skole,974589150,https://etterstad.vgs.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Europalov.no,,https://europalov.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Extrastiftelsen (nå Stiftelsen Dam),971405020,https://extrastiftelsen.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,EØS-midlene - Norge som donor,,https://eeagrants.org,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,EØS-notatbasen,,https://eosnotatbasen.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,FFI - Forsvarets forskningsinstitutt,970961421,https://ffi.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,FRI - Foreningen for kjønns- og seksualitetsmangfold,971236752,https://foreningenfri.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,FS - Felles Studentsystem,,https://fs.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fafo - Forskningsstiftelsen,971406003,https://fafo.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fafo - Institutt for arbeidslivs- og velferdsforskning,986343559,https://fafo.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fagforbundet,970187603,https://fagforbundet.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fagskolen Oslo,998278591,https://fagskolenoslo.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fellesordningen for AFP,876541102,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fellesorganisasjonen (FO),971275103,https://fo.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Filadelfia Oslo,936533869,https://filadelfia.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Film fra sør,,https://filmfrasorfr.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Finans Norge (bransjeorganisasjon),971497157,https://finansnorge.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Finansdepartementet,972417807,https://regjeringen.no/fin,postmottak@fin.dep.no,22 24 90 90,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Finansdepartementets statsregnskap,,https://regjeringen.no/statsregnskapet,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Finansklagenemnda (FinKN),986319164,https://finkn.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Finanstilsynet,840747972,https://finanstilsynet.no,post@finanstilsynet.no,22 93 98 00,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Finn.no jobb,,https://finn.no/jobb,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fiskebåt - Fiskebåtredernes Forbund,939469164,https://fiskebat.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fiskeridirektoratet hovedkontor,971203420,https://fiskeridir.no,,03495,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Fiskeridirektoratet region Sør,,https://fiskeridir.no/sor,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Fjellinjen AS,941856543,https://www.fjellinjen.no,admmail@fjellinjen.no,22 98 40 00,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fjelloverganger,,https://telemarkfylke.no/fjelloverganger,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fjord Line AS,924851543,https://fjordline.com,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fjord1 AS,976568705,https://fjord1.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Flygt og oljefondstatistikk - Statistikkbanken SSB,,https://ssb.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Flyktninghjelpen,977038056,https://nrc.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Flyr AS,926011818,https://flyr.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Flytoget AS,977155949,https://flytoget.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Folkehøgskolerådet,981553901,https://folkehogskole.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Folketrygdfondet,982583462,https://folketrygdfondet.no,postmottak@spk.no,22 24 15 00,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fondet for dansk-norsk samarbeid,,https://telemarkfylke.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Forbruker Europa,989584895,https://forbrukereuropa.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forbrukerklageutvalget,871033382,https://forbrukerklageutvalget.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Forbrukerrådet,974761157,https://forbrukerradet.no,,61318000,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forbrukertilsynet,974761335,https://forbrukertilsynet.no,fo@forbrukertilsynet.no,23 40 06 00,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Foretaksregisteret,,https://brreg.no/foretaksregisteret,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Forn Sed Norge (norrøn tro),,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fornybar Norge,971436030,https://fornybar.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forsikringsklagenemnda,,https://finkn.no/forsikring,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forskerforbundet,971022775,https://forskerforbundet.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forskningsparken AS,964312372,https://forskningsparken.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forskningsrådet kontor Oslo,,https://forskningsradet.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Forskningsrådet tilskudd,970141669,https://forskningsradet.no/tilskudd,post@forskningsradet.no,22 03 70 00,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Forsvarets forskningsinstitutt (FFI),970963316,https://ffi.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forsvarets høgskole,,https://forsvaret.no/hogskolene,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forsvarsdepartementet,972417823,https://regjeringen.no/fd,postmottak@fd.dep.no,23 09 80 00,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Forsvarsmateriell,916075855,https://forsvarsmateriell.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fortum Oslo Varme AS,924376803,https://fortum.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Forum for offentlig service,,https://fos.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Foss videregående skole,974589176,https://foss.vgs.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fram-museet,971321113,https://frammuseum.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Framsenteret - Nordområdesenter,,https://framsenteret.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Framtiden i våre hender,871315432,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fredskorpset (nå Norec),974457466,https://telemarkfylke.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Frelsesarmeen i Norge,934310016,https://frelsesarmeen.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fremtind Forsikring AS,982463594,https://fremtind.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frifond,971408488,https://frifond.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frifond - LNU,970162965,https://frifond.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Friomsorgen Oslo,,https://kriminalomsorgen.no/friomsorg-oslo,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fritt Ord,971021594,https://ffrittord.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Frivillighet Norge,985563616,https://frivillighetnorge.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivillighetsregisteret,,https://brreg.no/frivillighetsregisteret,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Frivillighetssentralen,,https://frivillig.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Alna,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Bjerke,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Grorud,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Grünerløkka,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Nordstrand,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Sagene,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Stovner,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentral Søndre Nordstrand,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frivilligsentralene i Oslo,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frogner menighet,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frogner skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Frognerparken (Vigelandsparken),,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fulbright Norge - USA-utveksling,958254024,https://fulbright.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Funksjonshemmedes Fellesorganisasjon (FFO),970301406,https://ffo.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fylkesbiblioteket Oslo (del av Deichman),,https://deichman.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fylkesnemndene for barnevern og sosiale saker,986149791,https://fylkesnemndene.no,,70 26 85 85,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fyrstikkalleen skole,,https://fyrstikkalleen.vgs.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Fysioterapeutforbundet,971370262,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Førerkort og kjøretøy,,https://vegvesen.no/forerkort,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Gamle Aker menighet,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Garantiinstituttet for eksportkreditt (GIEK),974761998,https://gfrriek.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Gassco AS,983452841,https://gassco.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Gassnova SF,984906104,https://gassnova.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Gatejuristen,989746274,https://gatejuristen.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Geonorge,,https://geonorge.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Gjeldsordningsloven - kommunale enheter,,https://telemarkfylke.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Gjeldsregisteret,,https://gjeldsregisteret.com,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Gjensidige Forsikring ASA,995568217,https://gjensidige.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Gjensidigestiftelsen,980061668,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Go-Ahead Nordic AS,918895031,https://go-aheadnordic.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Gramo,971415657,https://gramo.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Gravferdsetaten Oslo,,https://oslo.kommune.no/gravferd,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Green Cargo AB,,https://greencargo.com,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Greenpeace Norge,980401068,https://grefrenpfrce.org/norway,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Grefsen skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Groruddalen skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Grunnboken,,https://kartverket.no/grunnbok,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Grunnboken - tinglysingssystemet,,https://kartverket.no/tinglysing,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Grønn plattform,,https://gronfrn-plattform.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Grünerløkka menighet,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Grünerløkka skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,HOD - Helse- og omsorgsdepartementet tilskudd,,https://regjeringen.no/hod/tilskudd,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Hafslund AS,991742574,https://hafslund.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hafslund Eco AS,916411543,https://hafslundeco.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hartvig Nissens skole,974589117,https://hartvignissen.vgs.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Haugerud skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Havarikommisjonen for transport,986186999,https://havarikommisjonen.no,post@sivilrett.no,22 99 13 25,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Havforskningsinstituttet,971349077,https://hi.no,post@imr.no,55 23 85 00,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Havila Kystruten AS,922676985,https://havila.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Heimevernet,,https://forsvaret.no/heimevernet,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hellerud videregående skole,974589168,https://hellerud.vgs.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hellige Trefoldighets menighet Oslo (ortodoks),976245095,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helse-CERT,,https://helse-cert.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Helseetaten Oslo,983744687,https://oslo.kommune.no/helse,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsenorge.no,983544622,https://helsenorge.no,postmottak@helsedir.no,24163000,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsepersonellnemda,984006367,https://helsepersonellnemnda.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Alna,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Bjerke,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Frogner,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Grorud,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Grünerløkka,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Nordre Aker,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Nordstrand,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Sagene,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Stovner,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Søndre Nordstrand,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Ullern,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Vestre Aker,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsestasjon Østensjø,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Helsingforskomiteén,971465430,https://nhc.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Henie Onstad Kunstsenter,947949798,https://hok.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hersleb videregående skole,,https://hersleb.vgs.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hindu Cultural Center Norway,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hjernerådet,913541553,https://hjerneradet.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Holistisk Forbund,985899151,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Holmenkollen nasjonalanlegg,,https://skifrforeningen.no/holmenkollen,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Holmlia skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Horizon Europe - norsk kontaktpunkt,,https://forskningsradet.no/horizon,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Hovedredningssentralen,,https://hovedredningssentralen.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hovedredningssentralen Sør-Norge,,https://hovedredningssentralen.no/sor,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Human Rights Service (HRS),990159524,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Human-Etisk Forbund,970168519,https://humanetisk.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Humanistisk Ungdom,985508237,https://humanistiskungdom.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hurtigruten AS,914904633,https://hurtigruten.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Husbanken,942113341,https://husbanken.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Husbanken - bostøtte og tilskudd,942110371,https://husbanken.no/tilskudd,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Husbanken tilskudd,942110286,https://husbanken.no/tilskudd,postmottak@sor-varanger.kommune.no,78 97 74 00,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Husleienemda Oslo,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Husleietvistutvalget (HTU),988162254,https://htu.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Hæren,,https://forsvaret.no/haren,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Hørselshemmedes Landsforbund (HLF),971433089,https://hlf.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Høyesteretts avgjørelser,,https://domstol.no/hoyesterett,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Høyskolen Kristiania,974764687,https://kristiania.no,fmnopost@fylkesmannen.no,75 53 15 00,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,ID-porten,,https://idporten.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,IFE - Institutt for energiteknikk,959432538,https://ife.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,IKA Øst - Interkommunalt arkiv,977155213,https://ikfraost.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,IKO - Kirkelig pedagogisk senter,970343393,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,IMDi - Integrerings- og mangfoldsdirektoratet,987939327,https://imdi.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,IMDi region Øst,,https://imdi.no/ost,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,IMDi tilskuddsordninger,987879696,https://imdi.no/tilskudd,post@imdi.no,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,INTSOK (Norwegian Energy Partners),,https://intsok.com,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,ISF - Institutt for samfunnsforskning,971529265,https://samfunnsforskning.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Ibsen-museet,971527269,https://ibsenmuseet.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Idrettsetaten Oslo,,https://oslo.kommune.no/idrett,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Idrettsforbundet - Norges idrettsforbund og olympiske og paralympiske komité,937054703,https://idrettsforbundet.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,If Skadeforsikring NUF,981290655,https://if.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Ila skole,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Indremisjonsforbundet,970228083,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Industri Energi,971280169,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Inkassoklagenemnda,,https://inkassoklagenemnda.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Innovasjon Norge hovedkontor,986399445,https://innovasjonnorge.no,post@innovasjonnorge.no,22 00 25 00,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Innovasjon Norge region Oslo,,https://innovasjonnorge.no/oslo,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Innstillingsrådet for dommere,,https://innstillingsraadet.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Interkulturelt Museum,,https://oslomuseum.no/interkulturelt,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Inven2 AS (UiO/OUS),,https://inven2.com,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Investinor AS,992162971,https://investinor.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Islamic Cultural Centre Norway,975683710,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Islamsk Kultursenter - Rabita,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Islamsk Råd Norge,971475750,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Jehovas vitner i Norge,970168365,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Jernbanedirektoratet,916810962,https://jernbanedirektoratet.no,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Jesu Kristi Kirke av Siste Dagers Hellige,970168373,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Jobbnorge.no - offentlige stillinger,,https://jobbnorge.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Jobbsafari,,https://jobbsafari.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Juridisk rådgivning for kvinner (JURK),975670479,https://jurk.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Juristforbundet,971423440,https://juristforbundet.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Juss-Buss,971416696,https://jussbuss.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,Justervesenet,974761211,https://justervesenet.no,post@arbeidstilsynet.no,73 19 97 00,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Justis- og beredskapsdepartementet,972417831,https://regjeringen.no/jd,postmottak@jd.dep.no,22 24 90 90,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,Jødisk Museum Oslo,,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KA - Arbeidsgiverorganisasjon for kirkelige virksomheter,970436024,https://ka.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KA - Kirkelig arbeidsgiver- og interesseorganisasjon,971282355,https://ka.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KD - Kunnskapsdepartementet tilskudd,,https://regjeringen.no/kd/tilskudd,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,KDD - Kommunal- og distriktsdepartementet tilskudd,,https://regjeringen.no/kdd/tilskudd,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,KF - Kommuneforlaget AS,935699664,https://kommuneforlaget.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KFUK-KFUM Norge,970168233,https://telemarkfylke.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KGV - Kontraktsregisteret for gjennomførte anskaffelser,,https://kgv.dfo.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KLD - Klima- og miljødepartementet tilskudd,,https://regjeringen.no/kld/tilskudd,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,KLP Forsikring,938708606,https://klp.no,,55 54 85 00,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KLP Kapitalforvaltning AS,978698736,https://klp.no/kapital,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KLP Skadeforsikring AS,971543376,https://klp.no/skade,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KNA - Kongelig Norsk Automobilklubb,971419407,https://kna.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KOFA - Klagenemnda for offentlige anskaffelser,986252932,https://kofa.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KORO - Kunst i offentlige rom,984034467,https://koro.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KORO - Kunst i offentlige rom - tilskudd,984036687,https://koro.no/tilskudd,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KORO - Kunst i offentlige rom tilskudd,976321644,https://koro.no/tilskudd,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,KOSTRA - kommune-stat-rapportering,,https://ssb.no/kostra,,,Nasjonal,Ikke testet,,
03,Oslo,0301,Oslo,KS Agenda,982765711,https://ks.no/agenda,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KS Bedrift,982765827,https://ksbedrift.no,,,Lokal,Ikke testet,,
03,Oslo,0301,Oslo,KS Konsulent,987280247,https://ks.no/konsulent,,,Lokal,Ikke testet,,
