Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Bransje,UU Status,Antall brudd,Sist oppdatert
50,Trøndelag,,Trøndelag,Trøndelag politidistrikt,974764164,politiet.no/trondelag,Politi,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trøndelag tingrett,,domstol.no/trondelag,Domstol,Ikke testet,,
50,Trøndelag,,Trøndelag,St. Olavs hospital HF,883974832,stolav.no,Helse,Ikke testet,,
50,Trøndelag,,Trøndelag,Helse Nord-Trøndelag HF,983974791,hnt.no,Helse,Ikke testet,,
50,Trøndelag,5001,Trondheim,NTNU,974767880,ntnu.no,Utdanning,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trondheim Havn IKS,940101808,trondheimhavn.no,Havn,Ikke testet,,
50,Trøndelag,,Trøndelag,AtB AS,994686011,atb.no,Transport,Ikke testet,,
50,Trøndelag,5001,Trondheim,SINTEF AS,982593562,sintef.no,Forskning,Ikke testet,,
50,Trøndelag,5001,Trondheim,Norinnova AS,979970705,norinnova.no,Næringsutvikling/Inkubator,Ikke testet,,
50,Trøndelag,5006,Steinkjer,Proneo AS,979969628,proneo.no,Næringsutvikling,Ikke testet,,
50,Trøndelag,5007,Namsos,NARAS Næringshage AS,990614789,naras.no,Næringsutvikling,Ikke testet,,
50,Trøndelag,5021,Oppdal,Nasjonalparken Næringshage AS,990402227,nasjonalparken.no,Næringsutvikling,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø kommune,940101697,tromso.kommune.no,Kommune,Ikke testet,,
55,Troms,5503,Harstad,Harstad kommune,959469636,harstad.kommune.no,Kommune,Ikke testet,,
55,Troms,5510,Kvæfjord,Kvæfjord kommune,959469695,kvafjord.kommune.no,Kommune,Ikke testet,,
55,Troms,5512,Tjeldsund,Tjeldsund kommune,921286502,tjeldsund.kommune.no,Kommune,Ikke testet,,
55,Troms,5514,Ibestad,Ibestad kommune,959469822,ibestad.kommune.no,Kommune,Ikke testet,,
55,Troms,5516,Gratangen,Gratangen kommune,959469873,gratangen.kommune.no,Kommune,Ikke testet,,
55,Troms,5518,Lavangen,Lavangen kommune,940037037,lavangen.kommune.no,Kommune,Ikke testet,,
55,Troms,5520,Salangen,Salangen kommune,959469946,salangen.kommune.no,Kommune,Ikke testet,,
55,Troms,5522,Sørreisa,Sørreisa kommune,940036685,sorreisa.kommune.no,Kommune,Ikke testet,,
55,Troms,5524,Dyrøy,Dyrøy kommune,959470028,dyroy.kommune.no,Kommune,Ikke testet,,
55,Troms,5526,Senja,Senja kommune,921369821,senja.kommune.no,Kommune,Ikke testet,,
55,Troms,5528,Balsfjord,Balsfjord kommune,959470099,balsfjord.kommune.no,Kommune,Ikke testet,,
55,Troms,5530,Karlsøy,Karlsøy kommune,940101522,karlsoy.kommune.no,Kommune,Ikke testet,,
55,Troms,5532,Lyngen,Lyngen kommune,940101611,lyngen.kommune.no,Kommune,Ikke testet,,
55,Troms,5534,Storfjord,Storfjord kommune,940101638,storfjord.kommune.no,Kommune,Ikke testet,,
55,Troms,5536,Kåfjord,Kåfjord kommune,940101654,kafjord.kommune.no,Kommune,Ikke testet,,
55,Troms,5538,Skjervøy,Skjervøy kommune,940101662,skjervoy.kommune.no,Kommune,Ikke testet,,
55,Troms,5540,Nordreisa,Nordreisa kommune,940101670,nordreisa.kommune.no,Kommune,Ikke testet,,
55,Troms,5542,Kvænangen,Kvænangen kommune,940101689,kvanangen.kommune.no,Kommune,Ikke testet,,
55,Troms,,Troms,Troms fylkeskommune,,tfrk.no,Fylkeskommune,Ikke testet,,
55,Troms,,Troms,Statsforvalteren i Troms og Finnmark,967311014,statsforvalteren.no/troms-og-finnmark,Statlig forvaltning,Ikke testet,,
55,Troms,,Troms,Troms politidistrikt,974764423,politiet.no/troms,Politi,Ikke testet,,
55,Troms,5501,Tromsø,Nord-Troms og Senja tingrett,,domstol.no/nord-troms-og-senja,Domstol,Ikke testet,,
55,Troms,5503,Harstad,Midtre Hålogaland tingrett,,domstol.no/midtre-halogaland,Domstol,Ikke testet,,
55,Troms,,Troms,Universitetssykehuset Nord-Norge HF,983974899,unn.no,Helse,Ikke testet,,
55,Troms,5501,Tromsø,UiT Norges arktiske universitet,970422528,uit.no,Utdanning,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø Havn KF,940101808,tromsohavn.no,Havn,Ikke testet,,
55,Troms,5503,Harstad,Harstad Havn KF,,harstadhavn.no,Havn,Ikke testet,,
55,Troms,,Troms,Troms fylkestrafikk AS,985197882,tromskortet.no,Transport,Ikke testet,,
55,Troms,5501,Tromsø,Norinnova Technology Transfer AS,984618019,norinnova.no,Næringsutvikling/Inkubator,Ikke testet,,
55,Troms,5503,Harstad,Hålogaland Kraft Gründerhub AS,,hkg.no,Næringsutvikling/Inkubator,Ikke testet,,
55,Troms,5540,Nordreisa,Nord-Troms Næringshage AS,979968012,nordtromsnaeringshage.no,Næringsutvikling,Ikke testet,,
56,Finnmark,5601,Alta,Alta kommune,961544591,alta.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5603,Hammerfest,Hammerfest kommune,959469610,hammerfest.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5605,Sør-Varanger,Sør-Varanger kommune,959469571,sor-varanger.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5607,Vadsø,Vadsø kommune,959469539,vadso.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5610,Karasjok,Karasjok kommune,959469512,karasjok.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5612,Kautokeino,Kautokeino kommune,959469504,kautokeino.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5614,Loppa,Loppa kommune,961544575,loppa.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5616,Hasvik,Hasvik kommune,959469482,hasvik.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5618,Måsøy,Måsøy kommune,959469474,masoy.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5620,Nordkapp,Nordkapp kommune,959469466,nordkapp.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5622,Porsanger,Porsanger kommune,959469458,porsanger.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5624,Lebesby,Lebesby kommune,959469431,lebesby.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5626,Gamvik,Gamvik kommune,959469423,gamvik.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5628,Tana,Tana kommune,959469407,tana.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5630,Berlevåg,Berlevåg kommune,959469393,berlevag.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5632,Båtsfjord,Båtsfjord kommune,959469385,batsfjord.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5634,Vardø,Vardø kommune,959469377,vardo.kommune.no,Kommune,Ikke testet,,
56,Finnmark,5636,Nesseby,Nesseby kommune,959469369,nesseby.kommune.no,Kommune,Ikke testet,,
56,Finnmark,,Finnmark,Finnmark fylkeskommune,964994218,ffk.no,Fylkeskommune,Ikke testet,,
56,Finnmark,,Finnmark,Finnmark politidistrikt,974764431,politiet.no/finnmark,Politi,Ikke testet,,
56,Finnmark,5605,Sør-Varanger,Indre og Østre Finnmark tingrett,,domstol.no/indre-og-ostre-finnmark,Domstol,Ikke testet,,
56,Finnmark,5601,Alta,Vestre Finnmark tingrett,,domstol.no/vestre-finnmark,Domstol,Ikke testet,,
56,Finnmark,,Finnmark,Finnmarkssykehuset HF,983974880,finnmarkssykehuset.no,Helse,Ikke testet,,
56,Finnmark,5601,Alta,Alta videregående skole,,alta.vgs.no,Utdanning,Ikke testet,,
56,Finnmark,5603,Hammerfest,Hammerfest videregående skole,,hammerfest.vgs.no,Utdanning,Ikke testet,,
56,Finnmark,5603,Hammerfest,Hammerfest Havn KF,959523612,hammerfesthavn.no,Havn,Ikke testet,,
56,Finnmark,5601,Alta,Alta Havn KF,,altahavn.no,Havn,Ikke testet,,
56,Finnmark,5605,Sør-Varanger,Kirkenes Havnevesen,,kirkeneshavn.no,Havn,Ikke testet,,
56,Finnmark,5607,Vadsø,Vadsø Havn KF,,vadsohavn.no,Havn,Ikke testet,,
56,Finnmark,,Finnmark,Snelandia AS,985199036,snelandia.no,Transport,Ikke testet,,
56,Finnmark,5601,Alta,Orinor AS,924721424,orinor.no,Næringsutvikling/Inkubator,Ikke testet,,
56,Finnmark,5603,Hammerfest,Pro Barents AS,984152874,probarents.no,Næringsutvikling/Inkubator,Ikke testet,,
56,Finnmark,5628,Tana,Sápmi Næringshage AS,990403049,sapmi.no,Næringsutvikling,Ikke testet,,
56,Finnmark,5612,Kautokeino,Sametinget,974760347,sametinget.no,Statlig forvaltning,Ikke testet,,
56,Finnmark,5605,Sør-Varanger,Barentssekretariatet,976031519,barents.no,Internasjonalt samarbeid,Ikke testet,,
56,Finnmark,5603,Hammerfest,Husbanken Nord,974714833,husbanken.no,Statlig forvaltning,Ikke testet,,
15,Møre og Romsdal,1547,Aukra,Aukra kommune,964981825,aukra.kommune.no,Kommune,Ikke testet,,
15,Møre og Romsdal,1554,Averøy,Averøy kommune,864980052,averoy.kommune.no,Kommune,Ikke testet,,
15,Møre og Romsdal,1557,Gjemnes,Gjemnes kommune,864980249,gjemnes.kommune.no,Kommune,Ikke testet,,
03,Oslo,0301,Oslo,Utdanningsdirektoratet,970018131,udir.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Helsedirektoratet,983544622,helsedirektoratet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Mattilsynet,985399077,mattilsynet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Miljødirektoratet,999601391,miljodirektoratet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Skatteetaten,974761076,skatteetaten.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,NAV,889640782,nav.no,NAV,Ikke testet,,
03,Oslo,0301,Oslo,Kartverket,971040238,kartverket.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Statens vegvesen,971032081,vegvesen.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Bane NOR SF,917082308,banenor.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Enova SF,983609155,enova.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Husbanken,942113341,husbanken.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,NVE - Norges vassdrags- og energidirektorat,970205039,nve.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,DSB - Direktoratet for samfunnssikkerhet og beredskap,974760983,dsb.no,Beredskap,Ikke testet,,
03,Oslo,0301,Oslo,Brønnøysundregistrene,974760673,brreg.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Forsvaret,986105174,forsvaret.no,Forsvar,Ikke testet,,
03,Oslo,0301,Oslo,Digitaliseringsdirektoratet,991825827,digdir.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Innovasjon Norge,986399445,innovasjonnorge.no,Næringsutvikling,Ikke testet,,
03,Oslo,0301,Oslo,Siva SF,912630067,siva.no,Næringsutvikling,Ikke testet,,
03,Oslo,0301,Oslo,Norges forskningsråd,970141669,forskningsradet.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Folkehelseinstituttet,983744516,fhi.no,Helse,Ikke testet,,
03,Oslo,0301,Oslo,Statens helsetilsyn,974761343,helsetilsynet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Patentstyret,971526157,patentstyret.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Kystverket,874783242,kystverket.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Sjøfartsdirektoratet,974761262,sdir.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Fiskeridirektoratet,971203420,fiskeridir.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Landbruksdirektoratet,981544315,landbruksdirektoratet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Kulturrådet,974761157,kulturradet.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Riksantikvaren,974761149,riksantikvaren.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Norsk kulturminnefond,985467528,kulturminnefondet.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Arkivverket,961181399,arkivverket.no,Kultur/Arkiv,Ikke testet,,
03,Oslo,0301,Oslo,UDI - Utlendingsdirektoratet,974761211,udi.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,IMDi - Integrerings- og mangfoldsdirektoratet,987939327,imdi.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Bufdir - Barne- ungdoms- og familiedirektoratet,986128433,bufdir.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Kriminalomsorgen,971487408,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
03,Oslo,0301,Oslo,Oslo fengsel,974605593,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Tipping AS,982480650,norsk-tipping.no,Statlig virksomhet,Ikke testet,,
03,Oslo,0301,Oslo,Vinmonopolet AS,932847908,vinmonopolet.no,Statlig virksomhet,Ikke testet,,
03,Oslo,0301,Oslo,NRK,994724953,nrk.no,Media,Ikke testet,,
03,Oslo,0301,Oslo,Norad,971277882,norad.no,Statlig forvaltning,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trondheim fengsel,974605623,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
46,Vestland,4601,Bergen,Bergen fengsel,974605666,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
11,Rogaland,1103,Stavanger,Stavanger fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
34,Innlandet,3403,Hamar,Hamar fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
18,Nordland,1804,Bodø,Bodø fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
56,Finnmark,5607,Vadsø,Vadsø fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
03,Oslo,0301,Oslo,Norges Høyesterett,974761149,domstol.no/hoyesterett,Domstol,Ikke testet,,
03,Oslo,0301,Oslo,Sykehusbygg HF,915429327,sykehusbygg.no,Helse,Ikke testet,,
03,Oslo,0301,Oslo,Sykehusinnkjøp HF,916879067,sykehusinnkjop.no,Helse,Ikke testet,,
03,Oslo,0301,Oslo,Luftambulansetjenesten HF,986264952,luftambulanse.no,Helse,Ikke testet,,
03,Oslo,0301,Oslo,Pasientreiser HF,915026096,pasientreiser.no,Helse,Ikke testet,,
03,Oslo,0301,Oslo,Direktoratet for e-helse,915933149,ehelse.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Lånekassen,961181399,lanekassen.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norges Bank,937884117,norges-bank.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Finanstilsynet,840747972,finanstilsynet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,SSB - Statistisk sentralbyrå,971526920,ssb.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Lotteri- og stiftelsestilsynet,982391148,lottstift.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Tolletaten,974761211,toll.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Petroleumstilsynet,986174613,ptil.no,Statlig forvaltning,Ikke testet,,
11,Rogaland,1103,Stavanger,Petroleumstilsynet Stavanger,986174613,ptil.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Medietilsynet,974760886,medietilsynet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Nasjonal kommunikasjonsmyndighet (Nkom),974446871,nkom.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Legemiddelverket,974761211,legemiddelverket.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norec,971277882,norec.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Barneombudet,971488771,barneombudet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Likestillings- og diskrimineringsombudet,974761335,ldo.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Trygderetten,974761211,trygderetten.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Utlendingsnemnda (UNE),988808705,une.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Arbeids- og velferdsdirektoratet,889640782,nav.no,NAV,Ikke testet,,
03,Oslo,0301,Oslo,Valgdirektoratet,974761211,valg.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,NSM - Nasjonal sikkerhetsmyndighet,974761211,nsm.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Nasjonal ikt HF,918312246,nasjonaliktno.no,Helse,Ikke testet,,
50,Trøndelag,5001,Trondheim,DIFI,991825827,difi.no,Statlig forvaltning,Ikke testet,,
11,Rogaland,1103,Stavanger,Stavanger lufthavn Sola - Avinor,985198292,avinor.no,Transport,Ikke testet,,
46,Vestland,4601,Bergen,Bergen lufthavn Flesland - Avinor,985198292,avinor.no,Transport,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trondheim lufthavn Værnes - Avinor,985198292,avinor.no,Transport,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø lufthavn Langnes - Avinor,985198292,avinor.no,Transport,Ikke testet,,
18,Nordland,1804,Bodø,Bodø lufthavn - Avinor,985198292,avinor.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Oslo lufthavn Gardermoen - Avinor,985198292,avinor.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Avinor AS,985198292,avinor.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Vy gruppen AS,916831492,vy.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Entur AS,917422575,entur.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Nye Veier AS,915442552,nyeveier.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Statkraft SF,987059699,statkraft.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Statnett SF,962986633,statnett.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Equinor ASA,923609016,equinor.com,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Statskog SF,966056258,statskog.no,Statlig virksomhet,Ikke testet,,
03,Oslo,0301,Oslo,Posten Norge AS,984661185,posten.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Telenor ASA,982463718,telenor.no,IKT,Ikke testet,,
03,Oslo,0301,Oslo,DNB ASA,984851006,dnb.no,Finans,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Hydro ASA,914778271,hydro.com,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Kongehuset,974761203,kongehuset.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Statens pensjonskasse,940380014,spk.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,KLP - Kommunal Landspensjonskasse,938708606,klp.no,Finans,Ikke testet,,
03,Oslo,0301,Oslo,Kriminalomsorgsdirektoratet,986128433,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
03,Oslo,0301,Oslo,Bredtveit fengsel og forvaringsanstalt,974605600,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
33,Buskerud,3301,Drammen,Drammen fengsel,974605739,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
33,Buskerud,3305,Ringerike,Ringerike fengsel,974605674,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
33,Buskerud,3303,Kongsberg,Kongsberg fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
31,Østfold,3101,Halden,Halden fengsel,974605550,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
31,Østfold,3105,Sarpsborg,Sarpsborg fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
32,Akershus,3205,Lillestrøm,Ullersmo fengsel,974605526,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
32,Akershus,3207,Nordre Follo,Ila fengsel og forvaringsanstalt,974605585,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
39,Vestfold,3905,Tønsberg,Sem fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
39,Vestfold,3901,Horten,Bastøy fengsel,974605917,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
40,Telemark,4003,Skien,Telemark fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
42,Agder,4207,Kristiansand,Agder fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
11,Rogaland,1103,Stavanger,Stavanger fengsel,974605771,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
11,Rogaland,1106,Haugesund,Haugesund fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
11,Rogaland,1108,Sandnes,Åna fengsel,974605810,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
46,Vestland,4601,Bergen,Bergen fengsel,974605666,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
46,Vestland,4601,Bergen,Bjørgvin fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
46,Vestland,4640,Sogndal,Vik fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
15,Møre og Romsdal,1508,Ålesund,Ålesund fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
15,Møre og Romsdal,1506,Molde,Hustad fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trondheim fengsel,974605623,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
50,Trøndelag,5037,Levanger,Verdal fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
18,Nordland,1804,Bodø,Bodø fengsel,974605941,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
18,Nordland,1824,Vefsn,Mosjøen fengsel,,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø fengsel,974605968,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
56,Finnmark,5607,Vadsø,Vadsø fengsel,974605976,kriminalomsorgen.no,Kriminalomsorg,Ikke testet,,
03,Oslo,0301,Oslo,Oslo brann- og redningsetat,976820088,brfrset.oslo.kommune.no,Brann og redning,Ikke testet,,
46,Vestland,4601,Bergen,Bergen brannvesen,974646102,bergenbrannvesen.no,Brann og redning,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trøndelag brann- og redningstjeneste IKS,986284572,tbrt.no,Brann og redning,Ikke testet,,
11,Rogaland,1103,Stavanger,Rogaland brann og redning IKS,920470444,rogbr.no,Brann og redning,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansandsregionen brann og redning IKS,920269483,kfrsbr.no,Brann og redning,Ikke testet,,
33,Buskerud,3301,Drammen,Drammensregionens brannvesen IKS,979867791,dfrb.no,Brann og redning,Ikke testet,,
31,Østfold,3107,Fredrikstad,Fredrikstad brann- og feiervesen,,fredrikstadbrann.no,Brann og redning,Ikke testet,,
34,Innlandet,3403,Hamar,Hedmarken brannvesen,,hedmarkenbrann.no,Brann og redning,Ikke testet,,
18,Nordland,1804,Bodø,Salten brann IKS,998638452,saltenbrann.no,Brann og redning,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø brann og redning,,tromsbrann.no,Brann og redning,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold interkommunale brannvesen IKS,,vibr.no,Brann og redning,Ikke testet,,
03,Oslo,0301,Oslo,Oslo 110-sentral,,110oslo.no,Brann og redning,Ikke testet,,
03,Oslo,0301,Oslo,Deichmanske bibliotek,976820002,deichman.no,Bibliotek,Ikke testet,,
46,Vestland,4601,Bergen,Bergen Offentlige Bibliotek,974646099,bergenbibliotek.no,Bibliotek,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trondheim folkebibliotek,942110472,trfrondheimbibliotek.no,Bibliotek,Ikke testet,,
11,Rogaland,1103,Stavanger,Stavanger bibliotek,964965234,stavangerbibliotek.no,Bibliotek,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand folkebibliotek,,kristiansandbibliotek.no,Bibliotek,Ikke testet,,
33,Buskerud,3301,Drammen,Drammen bibliotek,926828854,drammenbibliotek.no,Bibliotek,Ikke testet,,
34,Innlandet,3403,Hamar,Hamar bibliotek,,hamarbibliotek.no,Bibliotek,Ikke testet,,
18,Nordland,1804,Bodø,Bodø bibliotek,,bodobibliotek.no,Bibliotek,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø bibliotek og byarkiv,,tfrromso.kommune.no/bibliotek,Bibliotek,Ikke testet,,
03,Oslo,0301,Oslo,Teknisk museum,983609077,tekniskmuseum.no,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Folkemuseum,912985655,norskfolkemuseum.no,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Vikingskipshuset,,khm.uio.no,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Naturhistorisk museum,971035862,nhm.uio.no,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Maritimt Museum,974769844,marmuseum.no,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Fram-museet,971321113,frammuseum.no,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Kon-Tiki Museet,971339403,kon-tiki.no,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Forsvarsmuseet,986105182,forsvarsmuseet.no,Museum,Ikke testet,,
46,Vestland,4601,Bergen,KODE Kunstmuseer og komponisthjem,985263050,kfrode.no,Museum,Ikke testet,,
46,Vestland,4601,Bergen,Bryggens Museum,,bymuseet.no,Museum,Ikke testet,,
46,Vestland,4601,Bergen,Universitetsmuseet i Bergen,874789550,uib.no/universitetsmuseet,Museum,Ikke testet,,
50,Trøndelag,5001,Trondheim,NTNU Vitenskapsmuseet,974767880,ntnu.no/vitenskapsmuseet,Museum,Ikke testet,,
50,Trøndelag,5001,Trondheim,Rockheim,994735965,rockheim.no,Museum,Ikke testet,,
50,Trøndelag,5001,Trondheim,Ringve Musikkmuseum,,ringve.no,Museum,Ikke testet,,
50,Trøndelag,5001,Trondheim,Nidaros Domkirkes Restaureringsarbeider,971479841,nifrdarosdomen.no,Museum/Kultur,Ikke testet,,
11,Rogaland,1103,Stavanger,Museum Stavanger,971343315,museumstavanger.no,Museum,Ikke testet,,
11,Rogaland,1103,Stavanger,Norsk Oljemuseum,974763877,nfrom.no,Museum,Ikke testet,,
42,Agder,4207,Kristiansand,Vest-Agder-museet,985399320,vestagdermuseet.no,Museum,Ikke testet,,
42,Agder,4203,Arendal,Aust-Agder museum og arkiv,876766032,afrma.no,Museum,Ikke testet,,
34,Innlandet,3405,Lillehammer,Lillehammer Kunstmuseum,971526890,lillehammerartmuseum.com,Museum,Ikke testet,,
34,Innlandet,3405,Lillehammer,Maihaugen,971032659,maihaugen.no,Museum,Ikke testet,,
34,Innlandet,3403,Hamar,Anno museum,988171379,annomuseum.no,Museum,Ikke testet,,
